Parameter,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-50.20991256682088,4.069777512560936,-12.337262273392911,2.663373879754697e-32
unemployment,0.8624240497185734,0.5052974226656791,1.706765186271652,0.0882288063473536
interest_rate,-1.8152726686474216,0.2524436333978809,-7.190803920122391,1.4061309017068923e-12
industrial_production,2.886284353622905,0.03141519847390628,91.8754136161284,0
